index,time,theta,speed,el_theta,CC_q_set,CC_q_eI,CC_q_OUT,CC_d_set,CC_d_eI,CC_d_OUT,VC_set,VC_eI,VC_OUT,Ia,Ib,Ic,Id,Iq,vbus,SVM_Vd,SVM_Vq,SVM_theta,SVM_tA,SVM_tB,SVM_tC
0,0.0,0.06035488843917847,58.63097381591797,0.42430350184440613,0.9894559383392334,5.399792671203613,5.537078380584717,0.0,1.98323392868042,1.814510464668274,60.24320602416992,0.26728853583335876,0.9894559383392334,1.3983149528503418,-1.4080524444580078,0.009737376123666763,0.8436172008514404,0.30302685499191284,23.92397117614746,1.814510464668274,5.537078380584717,0.4747457802295685,3057,3125,1874
1,0.020833333333333332,0.06181973218917847,58.532691955566406,0.4325817823410034,1.3361784219741821,5.409791946411133,5.631997585296631,0.0,1.9751871824264526,1.7963714599609375,60.243141174316406,0.2684858441352844,1.3361784219741821,1.1305015087127686,-1.1513137817382812,0.020812395960092545,0.8940784335136414,0.22515074908733368,23.92441749572754,1.7963714599609375,5.631997585296631,0.48248398303985596,3002,3151,1848
2,0.041666666666666664,0.06279629468917847,58.42145919799805,0.4408181309700012,1.4710639715194702,5.421573638916016,5.68338680267334,0.0,1.9670367240905762,1.7859159708023071,60.2429313659668,0.2697608768939972,1.4710639715194702,0.7601216435432434,-0.757383406162262,-0.002738203853368759,0.9056038856506348,0.16199854016304016,23.92558479309082,1.7859159708023071,5.68338680267334,0.49044984579086304,2943,3171,1828
3,0.0625,0.06377285718917847,58.3212776184082,0.4491463601589203,1.3672409057617188,5.432920932769775,5.685085773468018,0.0,1.9591180086135864,1.783145546913147,60.24275588989258,0.27110591530799866,1.3672409057617188,0.3823468089103699,-0.5422425270080566,0.15989574790000916,0.879862368106842,0.10641665756702423,23.925844192504883,1.783145546913147,5.685085773468018,0.4988381862640381,2881,3184,1815
4,0.08333333333333333,0.06523770093917847,58.24134063720703,0.4574555456638336,1.1702988147735596,5.44277811050415,5.661829471588135,0.0,1.9516282081604004,1.7851885557174683,60.242591857910156,0.27250680327415466,1.1702988147735596,0.22765973210334778,-0.18151764571666718,-0.04614207521080971,0.8321983218193054,0.07504172623157501,23.926311492919922,1.7851885557174683,5.661829471588135,0.5073480606079102,2818,3192,1807
5,0.10416666666666667,0.06621426343917847,58.13055419921875,0.46559038758277893,1.4851126670837402,5.455502033233643,5.738260269165039,0.0,1.944701910018921,1.790784239768982,60.24235916137695,0.2739850580692291,1.4851126670837402,0.039029691368341446,0.16773834824562073,-0.20676803588867188,0.7695881724357605,0.07132231444120407,23.925535202026367,1.790784239768982,5.738260269165039,0.5149734616279602,2759,3209,1790
6,0.125,0.06767910718917847,58.007972717285156,0.4738159775733948,1.6112428903579712,5.469265937805176,5.775132179260254,0.0,1.938474416732788,1.8000859022140503,60.2421760559082,0.2755489945411682,1.6112428903579712,-0.2169731706380844,0.33609524369239807,-0.11912208795547485,0.6919425129890442,0.08191244304180145,23.92544174194336,1.8000859022140503,5.775132179260254,0.5229341387748718,2698,3220,1779
7,0.14583333333333334,0.06865566968917847,57.910186767578125,0.4820442795753479,1.3700683116912842,5.480559349060059,5.731523513793945,0.0,1.9329733848571777,1.8107292652130127,60.24201965332031,0.2771812677383423,1.3700683116912842,-0.31810200214385986,0.636833906173706,-0.31873196363449097,0.6112203598022461,0.1152481883764267,23.923158645629883,1.8107292652130127,5.731523513793945,0.5314083695411682,2636,3221,1778
8,0.16666666666666666,0.06963223218917847,57.8187370300293,0.49027255177497864,1.3136955499649048,5.490910053253174,5.720930099487305,0.0,1.928194522857666,1.8219976425170898,60.24193572998047,0.27887749671936035,1.3136955499649048,-0.4379200041294098,0.7986999750137329,-0.3607800006866455,0.53098464012146,0.1635950654745102,23.920902252197266,1.8219976425170898,5.720930099487305,0.5396413803100586,2574,3223,1776
9,0.1875,0.07109707593917847,57.76967239379883,0.4986906945705414,0.8942158222198486,5.4968342781066895,5.628481864929199,0.0,1.9240282773971558,1.8314437866210938,60.24187088012695,0.28060802817344666,0.8942158222198486,-0.44583484530448914,1.1185816526412964,-0.6727468371391296,0.46292245388031006,0.23597870767116547,23.916767120361328,1.8314437866210938,5.628481864929199,0.5485832095146179,2511,3214,1785
10,0.20833333333333334,0.07207363843917847,57.74281311035156,0.5070405006408691,0.6740627288818359,5.500004768371582,5.570456504821777,0.0,1.9202077388763428,1.835307240486145,60.2416877746582,0.28235724568367004,0.6740627288818359,-0.2105676829814911,1.202770471572876,-0.9922028183937073,0.424502432346344,0.32180315256118774,23.91299057006836,1.835307240486145,5.570456504821777,0.557206392288208,2449,3207,1792
11,0.22916666666666666,0.07353848218917847,57.73631286621094,0.5155124068260193,0.47235018014907837,5.500564098358154,5.512990951538086,0.0,1.9164173603057861,1.832187294960022,60.241485595703125,0.2841108739376068,0.47235018014907837,0.05738548934459686,1.2200416326522827,-1.2774271965026855,0.42115044593811035,0.41021519899368286,23.907270431518555,1.832187294960022,5.512990951538086,0.5659447908401489,2386,3198,1801
12,0.25,0.07451504468917847,57.73020935058594,0.5238646864891052,0.4705890715122223,5.500391006469727,5.496546745300293,0.0,1.9122443199157715,1.8195102214813232,60.24129867553711,0.28586864471435547,0.4705890715122223,0.5284201502799988,1.1308023929595947,-1.6592226028442383,0.46367040276527405,0.48981064558029175,23.90185546875,1.8195102214813232,5.496546745300293,0.5742970108985901,2322,3191,1808
