index,time,theta,speed,el_theta,CC_q_set,CC_q_eI,CC_q_eP,CC_q_OUT,CC_d_set,CC_d_eI,CC_d_eP,CC_d_OUT,VC_set,VC_eI,VC_eP,VC_OUT,Ia,Ib,Ic,Id,Iq,vbus,SVM_Vd,SVM_Vq,SVM_theta,SVM_tA,SVM_tB,SVM_tC
0,0.0,0.9363315105438232,6.871655464172363,0.5548181533813477,2.4182074069976807,0.9905213117599487,0.01804511621594429,1.0085663795471191,0.0,-0.01861477456986904,0.003626004559919238,-0.01498876977711916,6.439052581787109,2.4398374557495117,-0.021630143746733665,2.4182074069976807,-0.8760668635368347,2.251297950744629,-1.3752309083938599,-0.03626004606485367,2.2377562522888184,24.213945388793945,-0.01498876977711916,1.0085663795471191,0.557826042175293,2423,2611,2388
1,0.020833333333333332,0.9363315105438232,6.872166633605957,0.5558204650878906,2.4178524017333984,0.9926983118057251,0.017416073009371758,1.0101144313812256,0.0,-0.018112046644091606,0.004021820146590471,-0.014090226963162422,6.438966274261475,2.4395124912261963,-0.02166001871228218,2.4178524017333984,-0.897948682308197,2.2825798988342285,-1.3846311569213867,-0.04021820053458214,2.2436916828155518,24.212419509887695,-0.014090226963162422,1.0101144313812256,0.5588288307189941,2421,2611,2388
2,0.041666666666666664,0.9363315105438232,6.872618675231934,0.5568232536315918,2.4175055027008057,0.9948351383209229,0.01709442213177681,1.0119295120239258,0.0,-0.017485905438661575,0.00500912731513381,-0.012476777657866478,6.438981533050537,2.4391872882843018,-0.021681858226656914,2.4175055027008057,-0.9730114936828613,2.2545080184936523,-1.2814964056015015,-0.050091274082660675,2.246561288833618,24.212142944335938,-0.012476777657866478,1.0119295120239258,0.5598316192626953,2420,2611,2388
3,0.0625,0.9368197917938232,6.914941787719727,0.5581855773925781,2.4150471687316895,0.9968498349189758,0.016117502003908157,1.0129673480987549,0.0,-0.01673944480717182,0.00597168505191803,-0.010767759755253792,6.439272403717041,2.438830614089966,-0.023783469572663307,2.4150471687316895,-0.9944713115692139,2.3318071365356445,-1.3373360633850098,-0.0597168505191803,2.2538721561431885,24.213504791259766,-0.010767759755253792,1.0129673480987549,0.5613527297973633,2419,2611,2388
4,0.08333333333333333,0.9368197917938232,6.952365875244141,0.5592412948608398,2.4127986431121826,0.9987837076187134,0.015471053309738636,1.0142548084259033,0.0,-0.01586076058447361,0.0070294723846018314,-0.008831288665533066,6.439420700073242,2.438445806503296,-0.025647258386015892,2.4127986431121826,-1.019843578338623,2.2798473834991455,-1.2600040435791016,-0.07029472291469574,2.2580881118774414,24.21518325805664,-0.008831288665533066,1.0142548084259033,0.562408447265625,2418,2611,2388
5,0.10416666666666667,0.9368197917938232,6.9854583740234375,0.5602970123291016,2.4107377529144287,1.000648856163025,0.014921498484909534,1.0155704021453857,0.0,-0.01481927651911974,0.008331875316798687,-0.0064874012023210526,6.439483165740967,2.4380364418029785,-0.027298761531710625,2.4107377529144287,-1.069953203201294,2.2936851978302,-1.2237322330474854,-0.08331874758005142,2.2615227699279785,24.216012954711914,-0.0064874012023210526,1.0155704021453857,0.5634636878967285,2417,2611,2388
6,0.125,0.9373080730438232,7.020997524261475,0.5612983703613281,2.4085206985473633,1.0023643970489502,0.013723921962082386,1.0160883665084839,0.0,-0.013690697960555553,0.00902862660586834,-0.004662071354687214,6.439406394958496,2.4376001358032227,-0.029079556465148926,2.4085206985473633,-1.0430139303207397,2.3795483112335205,-1.3365345001220703,-0.0902862623333931,2.2712814807891846,24.216747283935547,-0.004662071354687214,1.0160883665084839,0.5644888877868652,2416,2611,2388
7,0.14583333333333334,0.9373080730438232,7.052423000335693,0.5623617172241211,2.4064884185791016,1.0039608478546143,0.012771869078278542,1.0167326927185059,0.0,-0.012427067384123802,0.01010904461145401,-0.002318022772669792,6.439379692077637,2.437140464782715,-0.030652165412902832,2.4064884185791016,-1.119206190109253,2.338658094406128,-1.2194520235061646,-0.1010904461145401,2.2787697315216064,24.21644401550293,-0.002318022772669792,1.0167326927185059,0.5655522346496582,2415,2610,2389
8,0.16666666666666666,0.9373080730438232,7.0802106857299805,0.5634255409240723,2.404615879058838,1.0054131746292114,0.011618852615356445,1.0170320272445679,0.0,-0.01103427354246378,0.011142349801957607,0.00010807625949382782,6.439333915710449,2.436659812927246,-0.03204384073615074,2.404615879058838,-1.1395577192306519,2.3862082958221436,-1.2466505765914917,-0.11142349243164062,2.2884273529052734,24.216533660888672,0.00010807625949382782,1.0170320272445679,0.5666160583496094,2414,2610,2389
9,0.1875,0.9373080730438232,7.1047821044921875,0.5644888877868652,2.4028875827789307,1.0066723823547363,0.010073971934616566,1.0167464017868042,0.0,-0.009583108127117157,0.011609325185418129,0.002026217058300972,6.439319133758545,2.4361608028411865,-0.03327314928174019,2.4028875827789307,-1.1149723529815674,2.4356584548950195,-1.3206861019134521,-0.11609324812889099,2.30214786529541,24.21625518798828,0.002026217058300972,1.0167464017868042,0.5676794052124023,2413,2610,2389
