index,time,theta,speed,el_theta,Ia,Ib,Ic,Ialpha,Ibeta,Id,Iq,vbus,SVM_Vd,SVM_Vq,SVM_Vdq,SVM_theta,SVM_alpha,SVM_beta,SVM_tA,SVM_tB,SVM_tC
0,0.0,0.20342129468917847,28.891796112060547,0.424391508102417,-5.675497531890869,6.175187587738037,-0.4996901750564575,-5.675497531890869,3.8537423610687256,-6.516711711883545,2.147505760192871,19.06817054748535,0.0,2.6215085983276367,2.6215085983276367,0.4621020555496216,-0.032428424805402756,-0.1336016058921814,2662,2885,2114
1,2.0833333333333333e-05,0.20390957593917847,28.840051651000977,0.42860472202301025,-5.890073776245117,6.025874137878418,-0.13580083847045898,-5.890073776245117,3.5574448108673096,-6.597901344299316,1.9696829319000244,19.063526153564453,0.0,2.621495246887207,2.621495008468628,0.46639251708984375,-0.02882234938442707,-0.13445919752120972,2644,2888,2111
2,4.1666666666666665e-05,0.20439785718917847,28.782283782958984,0.4327690601348877,-5.991815567016602,6.054275035858154,-0.062459297478199005,-5.991815567016602,3.5314979553222656,-6.634106636047363,2.0933001041412354,19.064939498901367,0.0,2.6214773654937744,2.6214773654937744,0.47047340869903564,-0.025363530963659286,-0.13514301180839539,2626,2890,2109
3,6.25e-05,0.20488613843917847,28.498044967651367,0.4365295171737671,-6.176687240600586,5.951747417449951,0.22493959963321686,-6.176687240600586,3.3063740730285645,-6.716047286987305,2.0071074962615967,19.063262939453125,0.0,2.6214630603790283,2.6214630603790283,0.47357702255249023,-0.022725358605384827,-0.13562309741973877,2613,2891,2108
4,8.333333333333333e-05,0.20586270093917847,28.801437377929688,0.44145119190216064,-6.226267337799072,5.8546905517578125,0.3715769052505493,-6.226267337799072,3.165677070617676,-6.693239212036133,2.0048933029174805,19.063495635986328,0.0,2.6214494705200195,2.6214494705200195,0.4796334505081177,-0.01754889264702797,-0.13638710975646973,2587,2893,2106
5,0.00010416666666666667,0.20635098218917847,29.098705291748047,0.44582629203796387,-6.407113075256348,5.784880638122559,0.6222319602966309,-6.407113075256348,2.980656623840332,-6.77817440032959,2.0096774101257324,19.06124496459961,0.0,2.621433734893799,2.621433734893799,0.4843909740447998,-0.013466229662299156,-0.1368660032749176,2567,2895,2104
6,0.000125,0.20683926343917847,29.350173950195312,0.4502154588699341,-6.480342864990234,5.766301155090332,0.7140405774116516,-6.480342864990234,2.916924238204956,-6.776484966278076,2.143624782562256,19.059619903564453,0.0,2.621429681777954,2.621429681777954,0.48905277252197266,-0.009452908299863338,-0.13721317052841187,2547,2896,2103
7,0.00014583333333333335,0.20732754468917847,29.613162994384766,0.4546236991882324,-6.751964569091797,5.704193115234375,1.0477709770202637,-6.751964569091797,2.6883866786956787,-6.962736129760742,2.096339225769043,19.05540657043457,0.0,2.621415853500366,2.621415853500366,0.49382054805755615,-0.005339964292943478,-0.13746440410614014,2526,2896,2103
8,0.00016666666666666666,0.20830410718917847,30.072311401367188,0.4589653015136719,-6.763604164123535,5.834860801696777,0.9287436008453369,-6.763604164123535,2.832547664642334,-6.910655498504639,2.4436230659484863,19.056503295898438,0.0,2.621408700942993,2.621408700942993,0.49901068210601807,-0.0008550755446776748,-0.13755714893341064,2504,2897,2102
9,0.0001875,0.20879238843917847,29.967205047607422,0.4632401466369629,-7.0181884765625,5.6105852127075195,1.4076027870178223,-7.0181884765625,2.4265928268432617,-7.082139015197754,2.251507520675659,19.05072784423828,0.0,2.6214077472686768,2.6214077472686768,0.5024404525756836,0.002109924331307411,-0.13758528232574463,2489,2897,2102
